1;tdosca-tc13;ttps://github.com/Open-Source-Compliance/tdosca-tc13;1.0.0;isf;unm;https://github.com/Open-Source-Compliance/tdosca-tc13/blob/main/input-sources/;MIT;https://github.com/Open-Source-Compliance/tdosca-tc13/blob/main/input-sources/LICENSE;stal;irr;
2;tdosca-tc13/Greeter;ttps://github.com/Open-Source-Compliance/tdosca-tc13;1.0.0;isf;unm;https://github.com/Open-Source-Compliance/tdosca-tc13/blob/main/input-sources/;Apache-2.0;https://github.com/Open-Source-Compliance/tdosca-tc13/blob/main/input-sources/src/main/java/tdosca/tc13/Greeter.java;olst;irr;
3;tdosca-tc13/Tipster;ttps://github.com/Open-Source-Compliance/tdosca-tc13;1.0.0;isf;unm;https://github.com/Open-Source-Compliance/tdosca-tc13/blob/main/input-sources/;BSD-3-Clause;https://github.com/Open-Source-Compliance/tdosca-tc13/blob/main/input-sources/src/main/java/tdosca/all/Tipster.java;embl;irr;
4;log4j;https://logging.apache.org/log4j/2.x/;2.14.0;dll;unm;https://gitbox.apache.org/repos/asf/logging-log4j2.git;Apache-2.0;https://gitbox.apache.org/repos/asf?p=logging-log4j2.git;stal;yes;https://gitbox.apache.org/repos/asf?p=logging-log4j2.git
5;joda-time;https://www.joda.org/joda-time/;2.10.8;dll;unm;https://github.com/JodaOrg/joda-time;Apache-2.0;https://github.com/JodaOrg/joda-time/blob/main/LICENSE.txt;stal;yes;https://github.com/JodaOrg/joda-time/blob/main/NOTICE.txt
6;gradle-wrapper;https://gradle.org/;6.7;isf;unm;https://github.com/gradle/gradle;Apache-2.0;https://github.com/gradle/gradle/blob/master/LICENSE;stal;no;
